Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2025/3/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Euro area,EMU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.653040489,3.965605735,3.420368269,5.238375363,4.137620269,4.264101916,3.217660609,3.517347198,4.671119296,5.519126476,6.204373073,6.908856573,9.466278077,12.89565251,13.12000094,11.51955461,8.869884056,8.344437413,9.257852936,11.96932785,11.55811609,10.58198665,7.507014926,6.726273082,5.205600604,4.454478266,2.760876238,3.186361466,4.774600878,3.273846668,5.411572826,5.67585353,4.989442975,3.720792949,4.929187161,3.087094857,2.655717316,2.86938731,1.889635729,3.006789696,3.565490518,3.106329609,3.297208968,2.669494627,2.308086105,2.990800792,2.61057159,3.011474596,0.826254456,0.836737164,1.644557867,1.690579531,1.242170638,0.678004884,1.00513572,0.586737236,1.363477944,1.858853346,1.921311289,1.69673105,2.495362377,6.325699535,6.189098285
Eritrea,ERI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.383170627,10.43214769,9.810040354,9.074834889,3.897151791,9.109172939,2.318561492,24.97759475,15.07726958,16.14866736,21.87284176,24.79928568,7.623689359,11.39400395,7.288208261,16.0762201,29.50450714,-16.2281997,19.53822815,,,,,,,,,,,,
Spain,ESP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.466389754,6.095841623,7.84537469,6.254319615,9.164866647,8.17374336,8.537719088,5.911130109,5.133250642,5.94258632,7.846019602,8.517922178,11.8495984,15.9451091,16.78178239,16.48992115,23.38306867,20.63104292,16.93163242,13.35482641,12.35119205,13.5823236,11.88424556,10.86473389,8.595479541,10.87881639,5.944198338,5.936125994,6.896194198,7.326251281,6.935139487,6.710771317,4.537241169,3.879841829,4.933129818,3.533257285,2.465032069,2.634779879,2.61858051,3.412752152,4.162313294,4.091702232,4.003965656,3.91166579,4.212923476,4.07248877,3.561234108,2.452043627,0.231283094,0.292837726,-0.145958717,-0.202955006,0.438174976,-0.220686783,0.552441843,0.372182499,1.257944316,1.187354743,1.428671214,1.133914569,2.556112384,4.711874184,6.235280039
Estonia,EST,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.570429,873.6428676,84.80552699,39.66900781,31.40857154,22.5394806,9.922477719,6.894492376,6.461020859,3.684705932,6.848714552,4.803878729,3.889386005,4.689464798,5.923890321,8.978638587,12.35416628,6.795110282,-0.387629637,1.816541955,5.539172669,4.205527367,4.123953056,2.856545419,1.30643468,2.438529959,3.741096673,4.849077774,3.822676117,0.753341078,5.372329156,15.78242251,8.054783147
Ethiopia,ETH,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,-0.3426557,-0.080677642,5.096510058,2.923153745,0.33346021,1.772944493,2.192742371,4.241052569,6.279377264,-0.869609635,-3.377433566,0.383063671,7.392998907,-1.234292527,7.85249114,11.2882834,3.586546766,10.71313093,0.049055374,2.565878094,4.270531505,2.702878323,-2.733979945,31.78776318,-5.273155456,-6.119491996,3.105503714,5.584731899,3.27137461,19.08429023,15.53222587,13.37686423,2.931081714,12.70636902,0.239138039,0.206655551,-0.150146938,2.222723093,6.799999954,-5.75533534,-3.621434213,12.76797833,3.911362456,9.875511911,11.5523498,17.22057948,30.31167308,24.14641529,1.444572317,20.06187508,33.54140502,4.901979299,10.98178829,10.83654278,10.39792554,6.676855083,12.38229481,12.86039682,18.25459029,21.76326407,34.66735302,33.02069288
European Union,EUU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.782158882,3.973944989,3.162470418,4.611031223,4.197040196,4.4421889,3.241890282,4.196662444,4.20898795,5.393356509,6.657330588,6.94101097,9.076528083,12.5319962,13.19101452,10.8234151,8.842882376,8.833465288,7.943208098,11.5460876,9.644036514,9.566716939,7.086018252,6.355447844,5.205600604,3.946465163,3.456659301,3.220003263,5.176896281,4.296934322,8.246788864,6.710771317,5.972764458,5.270982343,8.67596697,3.783557833,3.885208193,3.313206222,2.61858051,3.270133751,3.660293553,2.953656336,2.286086748,2.96881075,2.623094608,2.895539573,2.966345423,3.373283826,1.739392858,0.920113149,1.66934505,1.702379847,1.144927332,0.902550731,1.234536457,0.88548333,1.499937219,1.987058878,2.338588187,2.038746039,2.742635595,6.688553782,6.406916526
Fragile and conflict affected situations,FCS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,1.099817049,4.680812501,3.738696059,2.728287504,4.716648093,2.323176816,2.367642144,3.589356089,4.358263178,5.975967168,5.553683676,10.00483197,12.85375527,8.220700514,8.449525479,8.686526664,7.248228426,11.48876314,14.50165303,10.04785874,7.503304631,7.799984611,10.92231747,3.685777321,2.453881008,7.189361314,7.119411718,5.960655248,7.602112651,7.845197532,13.16439897,7.742645676,22.08015049,10.28849071,10.81476732,6.577746189,5.825967867,7.789687405,9.777061445,6.554118436,5.253741278,6.800441759,5.794264605,10.0721321,7.46134454,7.036661075,9.502783648,1.862131893,6.39240139,8.580398958,5.893158923,2.934763766,2.01421263,2.873587249,2.356011528,4.977091353,4.994993731,4.135247899,2.696281451,8.866715342,10.61379183,4.65972286
Finland,FIN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,5.341778022,3.973944989,5.146610108,7.17576839,5.02328994,4.723843626,7.362064371,12.06376651,4.150325901,3.848593171,7.364108103,8.244064442,13.77203968,22.07140293,13.56799412,13.12467721,9.418660978,7.454192433,8.304979425,9.635584755,11.63545616,9.063564911,8.195341942,8.453940997,5.224871679,4.758287593,4.292368916,7.684198869,6.534232461,5.197225145,1.516356848,0.893691972,1.765441183,1.844976017,4.201455754,-0.081356941,2.085522765,3.103994741,0.931413214,1.637392279,3.304630982,0.943133382,0.189983211,0.602239825,0.929374204,0.92018025,2.75439823,3.037586433,1.775225324,0.34887313,2.600928228,2.945346184,2.561394163,1.644670408,1.63270263,0.055195317,0.836045811,1.987058878,1.481859055,1.63841613,2.434612369,5.449434224,3.913517347
Fiji,FJI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,0.608978744,1.402524788,-0.969269454,3.140742646,7.950934622,2.482876712,-3.598217513,3.291134804,6.494231833,6.831287803,3.359260658,14.72537191,15.9974512,29.64571267,24.31864862,7.911447205,-0.032029748,4.43188463,8.141350302,17.31170448,0.959090009,12.13987288,6.816755348,3.007496296,8.215254678,3.051297779,7.34001038,7.328015621,2.848296477,6.679469365,5.99313164,6.306671978,7.237345038,0.828038046,1.130414564,2.8684423,3.290055995,7.447953427,6.731820944,-4.719873879,3.24539621,3.266447483,7.702779357,2.194008592,6.645185981,3.746758819,3.02445641,2.158118817,1.390695021,4.229784999,9.391340519,3.576513521,3.621296542,12.50540568,2.530898974,2.633325827,1.698457348,1.425718272,1.548022179,-1.48397938,-2.513063125,2.447985026,4.099576358
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.218333296,4.889889505,5.565798075,4.171210368,3.04257212,2.995828493,3.053964922,4.41950595,7.349056242,5.393356509,5.874830904,6.908856573,7.733577785,11.3382717,13.63833206,10.8234151,8.842882376,9.234682392,10.21072645,11.5460876,11.48077601,12.03271338,9.612537142,7.073274783,5.504141823,5.239414963,2.470282577,3.179030279,3.183994058,2.665995794,2.455115699,2.020350404,1.557724225,0.952852904,1.150646203,1.317357456,0.874762049,0.908513581,0.220167707,1.417573306,1.902397984,2.064277944,1.801379453,1.633639263,1.962103402,1.997379501,2.385030225,2.300799198,0.105961104,1.089446457,0.851478332,1.082046895,0.747875808,0.570795064,1.134440103,0.517258226,0.586343167,1.114593308,1.210523071,2.977978716,1.22181611,3.220632171,5.303571753
Faroe Islands,FRO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.594474377,6.948630666,-0.952002297,-2.400123528,1.516211823,2.671724945,4.878549553,7.866387385,0.375894775,-0.425379107,3.499897057,-0.111554949,2.025444106,5.779142883,4.073186874
"Micronesia, Fed. Sts.",FSM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,7.076139429,14.01445747,3.580831117,14.7826811,-0.022185899,1.144415306,-1.341887519,7.370160724,9.995330537,14.7553919,8.582601133,7.503304631,3.075429487,4.815476197,3.284358789,1.948436609,2.76845108,4.199246128,4.727504582,4.949650002,5.101371221,3.030566511,3.012221307,2.615031312,2.247767526,1.869604408,0.651203193,2.991246825,-0.784597582,1.07890621,1.108846839,0.094182889,-0.364125356,0.993306113,2.096994672,1.384708939,3.174459935,5.004978286,5.361619614,3.602984573,1.595632434,7.122501016,0.636944649,3.023894237,-5.250358783,2.194177119,9.559811617,9.192200557,-3.431372549,-3.695431472,1.98318062,11.12116642,6.14424034
Gabon,GAB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.278445998,1.380920604,-20.34280717,33.54059317,-3.059107213,4.134426126,6.224734603,6.460875095,4.959124912,-0.420199476,6.504165598,-7.276968613,34.75765401,65.41046803,4.372245191,14.66493519,9.795680031,2.859074084,18.98301603,36.78110197,10.4420667,16.90362925,2.924842116,12.01021711,-1.27605177,-20.80981407,0.993283233,2.615134402,7.728024791,15.35814139,-11.36610253,0.213866959,-0.509480779,46.55144294,1.339115488,13.56267674,0.946536838,-17.78640148,19.19133589,28.0893436,-0.168658932,0.855807814,-0.217120396,7.765278535,20.09447289,9.868137278,4.231361642,20.47895904,-18.0745351,16.56432021,12.68122777,-2.941902704,-6.157924934,-0.851390333,-8.927172453,-4.26975398,3.820302144,7.176657494,1.547485198,-9.009868562,20.33840918,14.75834268,-9.964011078
United Kingdom,GBR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.363439585,3.373513457,1.603523911,3.284962842,5.606794507,4.981536402,2.779461633,3.931299772,6.022037533,9.248550986,7.985624398,7.188251884,8.41487853,15.05921264,25.77072797,15.11356727,13.71049414,11.45754703,14.06654127,19.70379465,11.56926279,7.418774947,5.122809515,5.030047533,5.511697927,4.335356012,5.440549029,6.133173352,7.935862168,7.886218086,6.419086431,3.32097927,2.733044282,1.393623616,11.48900317,4.137305576,-0.146831249,1.28365739,1.380863128,1.121682776,1.511247244,2.11905124,2.387044647,2.588638799,2.941521977,2.792437129,2.247983087,3.427195046,1.897090319,1.589080692,2.195993934,1.542743159,2.109441023,1.318902539,0.658400581,1.964151337,1.855117006,1.920647087,2.132951415,4.969820525,0.066556623,5.443904798,7.298254796
Georgia,GEO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,0.696775524,5.251791853,-3.598721801,2.13306028,-0.606065024,-1.821706168,1.278045053,0.625857201,3.20053118,-0.174016459,3.137339816,-1.369517534,0.385090585,0.87007881,0.690309555,0.528042676,1.372634604,0.506042183,2.815855584,0.998971121,3.625314119,3.505501602,-2.817202379,1.280151203,-4.532244496,6.10346628,2.333725013,-2.231111562,5.4160048,22.35903449,62.14161312,1314.286496,15444.42042,6041.474047,162.7338855,43.0302705,6.534975171,6.94032134,9.728841759,4.678210815,5.374346402,5.91907467,3.42601021,8.433694478,7.935102971,8.44730526,9.467508103,9.592327387,-2.135768243,15.90582836,9.171711283,0.291166471,-0.650965016,4.589904484,5.377421677,2.27481843,7.546744998,3.484816287,3.995680346,6.847933388,10.22958765,8.135450144,2.948099536
Ghana,GHA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.470849865,1.940149819,6.745649095,9.934816234,17.00659527,8.152514979,-3.878356605,12.61651724,11.03681686,2.889154491,5.182012574,15.47255936,20.88249212,24.56873374,29.4635237,28.04864973,67.25078241,73.30669458,37.94947817,51.12613501,75.63356578,27.89057907,123.0612136,35.31242434,20.64841499,41.70579552,39.2014969,33.40285419,28.29431108,31.16658673,20.04135924,11.15008287,31.75721237,30.12892697,43.04533058,39.83774281,19.45816759,17.04846525,13.97116505,27.23011384,34.81794407,22.81858472,28.70440721,14.35015113,14.9637184,84.68347182,16.10424059,19.41027109,15.66656862,16.59564473,13.91482218,15.20527874,54.01291176,23.93995876,13.25296668,15.74862031,10.67730823,10.5684825,8.481070297,9.365574966,12.10610163,28.16824787,33.07982505
Gibraltar,GIB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,5.622345944,5.577384055,9.964066763,4.148113883,4.822183505,6.199211934,4.613925843,2.160334259,7.634745751,6.23678177,8.637631787,29.66566312,29.31917817,25.24644754,19.00004673,69.66118535,27.25999011,21.65363913,22.31557342,17.27918117,25.81867057,26.22021363,0.673757277,1.42800164,5.951338301,1.545968237,1.434126666,3.324640445,4.227675307,6.300123958,1.752426319,0.432772377,15.91069656,16.52158332,27.39084537,37.58406147,13.61887015,16.70512702,1.771030086,16.10260337,8.999290643,11.51596111,4.329356461,2.615897706,2.972284899,5.668951633,10.35650721,7.05908442,9.402907663,4.249980167,11.98629786,2.805582924,3.921978885
"Gambia, The",GMB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,8.549715009,-8.686015143,7.128470908,9.069136627,5.16335836,3.156778667,-1.045508195,20.93722514,13.04858608,11.69319101,22.59540178,6.460357407,10.59694337,-0.177584651,1.563526873,14.4874184,2.683092079,9.001606351,39.41911044,40.5167891,18.4980119,9.706149414,13.73657242,11.96453339,134.0358724,1.950030837,5.142322484,3.777396551,3.9632505,8.368569565,-5.969119451,5.411821203,-2.435494364,2.216982613,1.805437652,10.39134459,12.89394118,94.19011414,4.113805283,1.303203998,4.414824902,2.475845868,4.513305353,5.644330861,4.572123504,3.845160214,5.933131381,5.211723107,9.720362427,7.820622749,3.92171862,6.951764038,6.252206399,2.188758959,7.382122856,8.817075804,15.60190439
Guinea-Bissau,GNB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,1.807273701,4.97439546,10.43390345,8.924426656,7.203044539,1.513690326,3.065837489,6.335879988,4.280014008,11.53683566,1.817040169,16.54229543,23.30706726,59.40182088,32.31350506,112.8948154,94.26345719,79.54483903,99.25332233,30.24603769,67.89436711,64.98118932,49.05888529,23.24948085,44.7300382,39.23371349,34.1381948,10.34033961,-12.42229016,-22.93231938,3.762037469,3.374383225,-0.570313376,-5.48079612,3.114412633,-4.243386129,5.990265796,12.7627327,-3.82520779,5.215015522,8.452922004,-0.02722116,-0.932275245,1.297557372,14.5196629,2.840727737,10.39612092,-2.531561246,2.156540881,0.309718604,2.161739286,4.214284393,5.390392868
Equatorial Guinea,GNQ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,14.44282821,40.41800664,24.74977391,25.63717178,52.77478659,-2.923409716,1.518170654,3.976984503,-4.795861342,10.35252684,3.552112541,-15.42370048,-2.693115419,24.52634674,7.680834092,0.821196362,-13.14717367,-31.56591498,39.15762567,64.7350223,-11.97152744,-1.582890271,0.635621902,16.92276351,59.32905067,12.9763712,3.037653859,19.84003893,-20.83023096,24.90653418,17.04510657,4.854782044,-1.072673757,-1.273842647,-20.19275037,-6.285422111,12.74238316,9.513834297,-3.163689834,-10.16854575,17.93863072,22.10040873,-7.647520198
Greece,GRC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,1.096376753,4.690142402,1.110583564,3.405647555,4.078200342,4.921399377,2.169838702,1.47716744,3.181274661,3.799319247,2.975022112,5.046629782,20.91034455,22.78048923,13.12000094,16.43445719,13.75441275,13.7880563,20.150699,19.2394541,21.61203985,27.21274805,20.61219884,21.91845969,19.02595041,18.88199843,15.25268268,16.6798696,14.49897333,20.69059687,19.78774334,14.79881295,14.42874885,11.18188844,9.791835575,8.196857191,6.618344033,5.278709077,3.509439559,1.61880041,3.470687483,2.953656336,3.558588012,2.96881075,1.900418144,3.364535886,3.367103375,4.062889311,2.368434213,1.180920638,0.976658123,-0.3345702,-1.960321679,-1.923474536,-0.174753666,-0.489960702,0.203613277,-0.234800896,0.245015798,-0.363959732,1.392756453,6.495824145,5.874562668
Grenada,GRD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,17.27328631,9.621588032,9.049263196,2.708694551,4.163604393,1.393484701,6.612408139,8.748085166,4.335053906,5.059350401,6.761449235,8.996390765,0.0159321,6.66990965,4.011580531,1.883424817,3.190762918,3.053150632,2.673084511,1.784707222,1.737873068,1.121489332,2.863029772,2.144176943,0.372146666,-0.077072097,2.031148013,2.489741921,4.632587859,2.319443727,7.847729026,-0.009899798,0.479792195,0.224507392,3.926150009,2.923098252,0.775212925,2.758392063,2.644245258,1.526173501,-0.70365939,3.327532948,-0.299985587,2.790317773,1.624941611,3.82303341
Greenland,GRL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,11.44774411,5.699993477,7.66319265,15.55360955,16.42585394,13.19399072,6.982107235,9.277243029,7.502467663,11.55925069,14.92680567,13.01686954,9.717130382,8.870829717,7.423663016,4.129587139,4.620728107,6.350238444,5.349858982,5.092584966,3.225275107,1.545678166,1.042016454,0.46837432,2.055872291,0.980101192,0.496703675,0.978426733,1.06045632,2.110093215,3.402256828,3.103083667,6.532978067,-0.538444085,-3.229177083,2.238383145,-0.047515342,-2.01334418,5.538635432,2.027604919,2.884045659,3.445331812,1.067372531,0.990273554,8.144380572,3.537782458,3.266499642,1.846720352,0.744863,0.703000441,-0.416168295,,
Guatemala,GTM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,-1.080365055,2.585502208,0.805342857,-1.680574979,-1.797049284,-1.00285926,0.387597217,1.871428459,1.696240527,5.001181483,-1.269188687,-1.36345941,14.50077483,15.67927204,13.11609115,11.49530465,16.45286455,5.495959499,8.58718983,10.00488533,8.548108046,4.977954607,6.560975497,4.123700378,18.7797351,41.46259278,7.998534852,11.65529795,10.90889687,40.53125909,32.97505206,8.861384828,14.50435163,11.7222782,8.667818239,8.90000451,8.257339517,9.502435185,5.041557983,6.830114668,-5.610145284,6.469175065,4.471234672,6.023858814,5.668435626,4.981332971,7.115350543,9.407491822,3.600175273,5.137572988,6.894643403,3.377750844,3.358446346,2.860311607,2.23162146,2.707191297,1.747914109,1.271612175,3.565782872,2.872322034,3.166421252,6.315275909,6.642278016
Guam,GUM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.239564699,1.795340742,5.064408234,4.406880732,3.012947335,3.823485196,3.196926684,0.237584678,0.629070251,3.430979133,0.840493089,2.07782277,2.522468165,1.574075771,0.998991461,1.472390793,2.438814964,4.035390089,3.25017572,5.46517905,
Guyana,GUY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,4.293503649,3.750060648,2.774983415,-0.485362841,-1.787191786,1.921349061,4.864406167,6.945376865,1.415833647,3.036120487,2.141618929,9.885673412,6.26943467,37.47215437,14.65814807,-5.77655371,1.67956521,14.78778574,6.562940069,11.77879325,4.340739547,4.302404551,8.91968461,19.2817522,14.5100989,12.29336269,58.71082112,23.64603772,162.5460097,56.44460956,134.5376441,11.30074367,16.9508888,16.57239728,12.35170875,3.930579753,1.443253706,2.970092815,11.21050695,6.586043726,0.321971564,2.618751572,4.718566729,6.775237839,7.632428919,174.8577047,8.211010385,9.554748586,1.153113957,3.972252419,2.40931983,4.727615067,-0.536680528,-2.105403887,3.004309517,0.898175927,2.109007874,-2.887487925,2.961188463,-26.29609907,22.41769331,12.06044525,-12.86752613
High income,HIC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,3.93299824,3.936659776,4.41950595,4.433398705,5.393356509,6.961374137,6.94101097,9.925413227,15.75729458,13.12000094,9.294227757,8.822040448,6.974520499,10.35536208,11.75815575,10.61619011,8.827078401,5.900721037,5.310980158,4.86704273,4.150668938,4.811354611,4.297578739,5.435811365,5.769869908,3.92482577,3.711712697,3.517944152,3.034979129,3.402227266,2.685348069,2.232540841,2.067516221,2.301970215,2.8843393,2.589769439,2.800276635,2.824739521,3.042423998,2.941521977,2.895539573,3.333824509,4.029602883,1.586850063,1.504786539,1.995915089,2.091664826,1.332300156,1.200956466,1.320710917,0.950322479,1.986798246,1.953852983,1.844304303,1.3212572,2.801284646,5.936896885,4.758549167
"Hong Kong SAR, China",HKG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,1.955144618,3.68515327,4.955988414,2.379972935,0.553412048,6.64309691,3.326203572,5.587739051,8.854461407,7.623381223,9.150832688,14.26186307,11.61213942,4.458501486,9.636831238,3.858273067,8.122515985,17.7597762,15.74521994,10.61619011,9.684990456,4.602753368,9.642103394,5.361298757,3.770733902,8.611235945,8.802016256,12.55952794,7.564885959,9.140390951,9.899354555,8.612999835,6.321330919,4.139638083,5.883690922,5.760177481,1.219874687,-4.095667711,-3.394163711,-1.774031606,-3.401889239,-6.007699605,-3.590811949,-0.150061899,-0.534803185,3.137417491,1.281482778,-0.375418129,0.270631981,3.897868439,3.544825834,1.812481967,2.850264596,3.643571787,1.638271207,2.880586804,3.659553454,2.044916471,0.638293116,0.68363696,1.688858298,2.777749052
Honduras,HND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,4.189055068,2.923974806,2.133005408,5.684513241,2.077101925,2.605665472,2.621119967,1.44868121,2.605168305,4.445575283,-2.777540089,3.864523836,5.345805013,14.77894343,6.384800923,8.532189127,12.19947972,75.07387065,8.354854224,11.29245475,3.169328277,7.740048613,3.984818131,3.263915709,1.661483501,2.128677906,2.242502679,9.177510458,11.50369253,25.00868749,26.28367103,3.67417388,10.90861435,21.33880068,23.71396868,18.19357784,16.81160514,10.29899491,7.575727283,7.993446741,8.08434938,5.131939922,5.759740767,6.451983852,7.279164158,5.348663465,6.625507168,7.790513639,7.653732423,4.676043295,7.807205237,3.579787426,1.374030519,6.849356725,6.932770369,3.678068144,4.512842976,1.947216915,3.358740885,3.401982283,4.605728089,9.31239503,6.17858774
Heavily indebted poor countries (HIPC),HPC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.829952467,2.050966932,3.23554422,4.032512839,2.974319578,3.488471616,1.332998867,2.280192257,3.791677552,3.785003647,2.97053771,4.97439546,9.964066763,14.77894343,8.304804548,8.675751336,11.37246282,8.562151175,10.71313093,12.98831975,10.80850735,10.0000184,10.90969385,14.56988809,10.40548806,9.842819498,12.52316085,9.534039912,12.12387636,11.98014174,16.33418832,11.15008287,11.41074955,25.61696253,13.0495264,10.4490029,5.642620594,7.495721398,7.382435115,8.097275494,5.826618959,3.554213255,6.279473378,9.050902405,8.584884441,7.46134454,7.288208261,9.554748586,3.603515184,5.644330861,8.999290643,5.823999488,3.586905826,2.049497645,3.004309517,4.081868377,4.122704127,3.041362239,3.000011816,3.401982283,5.164335886,8.666208541,4.65972286
Croatia,HRV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.29542179,594.8467124,1466.789508,111.7587498,23.49783059,3.834416742,6.890487527,8.179444248,3.513418282,4.350884612,4.228085597,3.840704551,4.300495166,3.624134836,3.114369525,3.880623727,4.286269808,5.529229783,2.984998746,0.920113149,1.66934505,1.411456064,0.732888866,0.12654452,0.124372158,0.01511307,1.231638976,2.025597566,1.988381833,0.803359808,2.08111753,8.012806698,11.74033063
Haiti,HTI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.220624664,-3.607406878,6.625054306,12.15602395,6.300888104,5.048370581,2.212126811,-3.386871216,2.571977011,-16.018326,2.87440962,1.543641614,19.78758545,14.504314,19.17836805,18.96025898,3.883896695,-3.141579089,3.125090558,19.26319741,10.04785874,3.330958241,9.143092799,11.5269242,9.973758954,15.93459843,-10.97594666,27.42762156,7.820709649,11.99575008,14.61025881,20.90816597,18.33664245,56.7078918,15.96337739,9.976590041,12.7269915,14.15741763,7.031402537,91.38066379,13.24832987,10.22096986,17.98552142,19.30292469,10.0721321,13.51831575,4.112256322,12.67493917,11.60146724,7.393823467,4.320730613,8.207793791,8.077148842,2.218986039,5.205963298,15.70321453,13.7798774,6.535758876,19.8003879,18.68518613,18.96023641,30.20129186,31.51196314
Hungary,HUN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,0.980850018,-0.586487547,-0.450355833,0.399055313,-30.1874928,2.880125201,0.588129488,4.358322388,3.952245391,1.687166314,2.174905053,2.116003938,2.648673968,-1.181847621,0.984560191,5.766088432,2.275542574,3.663439285,5.512454904,5.686648484,5.15179155,5.710350134,4.960904581,6.331624306,5.909764325,3.742261389,8.249574213,17.52607657,18.73654563,25.66604967,35.71544124,21.50917965,21.27845509,19.49106055,26.73278894,21.93028074,20.26079858,13.76723893,8.120264321,9.583480916,11.04656399,8.091505831,5.433446106,5.091070725,2.627030947,3.65668644,5.443677217,4.806138668,4.199064551,2.532570453,1.928720703,2.892761678,2.82053189,3.692726095,2.775741908,1.320471995,4.029705051,4.847425392,4.785025181,6.389476606,6.439248105,14.23134116,14.74900514
IBRD only,IBD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.013730562,2.799178762,4.310429843,2.751034345,2.8739016,2.976767381,2.832013293,2.734812161,3.333369938,4.352969049,5.944406925,7.129489775,15.49565094,24.39472609,9.897907136,10.84059272,12.13250828,9.021906753,15.7324934,22.11849022,10.4420667,8.0231835,8.494781541,8.123725709,8.099763235,7.490749486,9.327893306,9.060963477,9.292485543,15.44544046,25.61711321,18.35078068,14.50435163,16.95231603,11.42728171,9.293873235,7.933228165,8.010167525,6.33463973,7.380838851,5.374346402,4.92118792,5.623192591,7.765278535,6.667724557,8.44730526,7.115350543,9.592327387,3.161596481,7.009283603,6.83751223,4.733632972,2.839724126,2.860311607,2.169436498,2.628043097,4.207028504,3.612110596,2.376674151,2.388480956,6.192850886,9.566303647,5.259242895
