sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
前鎮,高雄市,77,臭氧八小時,普通,0.7,0.29,59,63,50,17,9,10.1,0.8,1.5,337,"2025-04-04 19:00",,0.2,18.4,50,2,120.30833356,22.6044507,57
前金,高雄市,90,臭氧八小時,普通,0.7,0.27,64,67,52,18,6,7,0.9,2.1,328,"2025-04-04 19:00",,0.2,18.3,51,1,120.28676111,22.63390278,56
左營,高雄市,101,臭氧八小時,對敏感族群不健康,0.9,0.23,65,71,44,19,8,9.5,0.7,1.8,323,"2025-04-04 19:00",,0.2,18.4,46,1,120.292917,22.674861,54
楠梓,高雄市,97,臭氧八小時,普通,0.9,0.24,65,69,51,20,6,7.4,0.6,0.9,292,"2025-04-04 19:00",,0.2,20.1,50,1,120.328289,22.733667,53
林園,高雄市,70,細懸浮微粒,普通,0.5,0.22,56,57,36,16,4,4.6,0.5,2.1,125,"2025-04-04 19:00",,0.2,19.6,44,1,120.41175,22.4795,52
大寮,高雄市,73,懸浮微粒,普通,0.7,0.24,50,58,46,17,6,6.9,0.3,0.6,240,"2025-04-04 19:00",,0.3,20.3,51,2,120.425311,22.56413611,51
鳳山,高雄市,77,細懸浮微粒,普通,1.3,0.49,53,63,47,17,10,11.2,0.5,1,291,"2025-04-04 19:00",,0.4,22,46,1,120.357422,22.628126,50
仁武,高雄市,108,臭氧八小時,對敏感族群不健康,0.3,0.26,68,73,45,15,7,7.9,0.7,1.7,307,"2025-04-04 19:00",,0.2,18.5,47,0,120.332631,22.689056,49
橋頭,高雄市,101,臭氧八小時,對敏感族群不健康,1.1,0.25,68,71,51,22,7,8.3,0.8,1.6,316,"2025-04-04 19:00",,0.2,21.8,48,1,120.305689,22.757506,48
美濃,高雄市,112,臭氧八小時,對敏感族群不健康,1.1,0.28,65,74,42,18,6,7.8,1,1.1,60,"2025-04-04 19:00",,0.2,21.5,45,1,120.530542,22.883583,47
臺南,臺南市,112,臭氧八小時,對敏感族群不健康,0.5,0.25,67,74,50,25,6,7.2,0.3,2.1,344,"2025-04-04 19:00",,0.2,19.7,53,1,120.21947897,22.98928311,46
安南,臺南市,112,臭氧八小時,對敏感族群不健康,0.2,0.25,68,74,55,23,3,4,1,1.9,306,"2025-04-04 19:00",,0.2,23.3,51,0,120.2175,23.048197,45
善化,臺南市,100,臭氧八小時,普通,1.2,0.2,65,70,49,22,5,6.2,0.6,1.1,318,"2025-04-04 19:00",,0.2,22.7,47,1,120.29740529,23.11337642,44
新營,臺南市,100,臭氧八小時,普通,0.9,0.27,64,70,57,19,5,6.6,0.9,1.2,349,"2025-04-04 19:00",,0.2,20.8,52,0,120.31725,23.305633,43
嘉義,嘉義市,93,臭氧八小時,普通,2,0.3,59,68,54,18,7,7.3,0.2,2.1,323,"2025-04-04 19:00",,0.2,20.9,47,1,120.44125148,23.46477865,42
臺西,雲林縣,115,臭氧八小時,對敏感族群不健康,3,0.26,65,75,67,31,10,11.1,0.3,0.4,44,"2025-04-04 19:00",,0.2,24.8,59,1,120.19933333,23.702175,41
朴子,嘉義縣,104,臭氧八小時,對敏感族群不健康,0.8,0.18,69,72,59,22,5,6,0.1,0.9,335,"2025-04-04 19:00",,0.1,21.6,53,0,120.2478,23.46538,40
新港,嘉義縣,100,臭氧八小時,普通,3.2,0.25,65,70,63,24,6,6.9,0,1.5,6,"2025-04-04 19:00",,0.2,22.9,53,2,120.345531,23.554839,39
崙背,雲林縣,115,臭氧八小時,對敏感族群不健康,1,0.27,73,75,95,29,3,4.3,0.7,0.2,65,"2025-04-04 19:00",,0.2,29.3,68,1,120.348742,23.757547,38
斗六,雲林縣,118,臭氧八小時,對敏感族群不健康,1.6,0.25,70,76,57,22,5,4.8,0,1.3,337,"2025-04-04 19:00",,0.2,25,53,1,120.544994,23.711853,37
南投,南投縣,104,臭氧八小時,對敏感族群不健康,1.8,0.26,58,72,48,17,5,5,0,0.9,237,"2025-04-04 19:00",,0.2,26.6,53,2,120.685306,23.913,36
二林,彰化縣,132,臭氧八小時,對敏感族群不健康,3.3,0.24,77,80,67,25,2,3.1,0.1,0.3,268,"2025-04-04 19:00",,0.2,30.5,68,3,120.409653,23.925175,35
線西,彰化縣,143,臭氧八小時,對敏感族群不健康,2.2,0.26,81,83,61,19,6,7,0.7,0.3,216,"2025-04-04 19:00",,0.4,24.8,54,2,120.469061,24.131672,34
彰化,彰化縣,101,臭氧八小時,對敏感族群不健康,2,0.29,65,71,57,19,6,7.8,1,0.4,187,"2025-04-04 19:00",,0.2,23.9,51,1,120.541519,24.066,33
西屯,臺中市,108,臭氧八小時,對敏感族群不健康,2.1,0.28,62,73,71,22,7,7.9,0.8,1.4,233,"2025-04-04 19:00",,0.3,27.5,62,2,120.616917,24.162197,32
忠明,臺中市,93,臭氧八小時,普通,2.3,0.32,57,68,64,19,8,9.3,1.1,1,256,"2025-04-04 19:00",,0.3,25.1,58,2,120.641092,24.151958,31
大里,臺中市,100,臭氧八小時,普通,1.1,0.38,48,70,63,22,14,15.1,0.8,1.7,242,"2025-04-04 19:00",,0.3,27.9,56,1,120.67844444,24.09961111,30
沙鹿,臺中市,100,臭氧八小時,普通,3,0.39,60,70,71,20,13,13.4,0.4,1.2,195,"2025-04-04 19:00",,0.3,29.8,64,2,120.568794,24.225628,29
豐原,臺中市,132,臭氧八小時,對敏感族群不健康,2.7,0.37,47,80,54,24,10,10.6,0.2,1.9,123,"2025-04-04 19:00",,0.3,32,54,2,120.74252414,24.25699731,28
三義,苗栗縣,118,臭氧八小時,對敏感族群不健康,0.9,0.41,54,76,54,31,6,7.3,1,0.4,154,"2025-04-04 19:00",,0.3,27.2,51,1,120.75956754,24.38248443,27
苗栗,苗栗縣,112,臭氧八小時,對敏感族群不健康,2.2,0.43,63,74,57,31,10,11.7,1.6,1.3,140,"2025-04-04 19:00",,0.3,25.8,47,2,120.82011468,24.56499183,26
頭份,苗栗縣,136,臭氧八小時,對敏感族群不健康,1.2,0.39,69,81,51,20,8,9.2,1.1,1.4,117,"2025-04-04 19:00",,0.3,23.9,51,2,120.89869286,24.69690679,25
新竹,新竹市,132,臭氧八小時,對敏感族群不健康,1.3,0.41,67,80,48,22,13,14.1,0.8,0.3,93,"2025-04-04 19:00",,0.3,22.5,46,1,120.97236752,24.8056356,24
竹東,新竹縣,129,臭氧八小時,對敏感族群不健康,1.3,0.36,63,79,48,24,8,9.7,0.8,0.9,93,"2025-04-04 19:00",,0.3,22.3,49,1,121.08895493,24.74091408,23
湖口,新竹縣,140,臭氧八小時,對敏感族群不健康,2,0.35,73,82,58,27,5,6.5,0.5,1.8,97,"2025-04-04 19:00",,0.2,26.1,54,1,121.03886894,24.90009696,22
龍潭,桃園市,90,臭氧八小時,普通,1.3,0.37,63,67,50,22,10,11,0.6,0.9,51,"2025-04-04 19:00",,0.3,20.4,48,1,121.21645772,24.86400048,21
平鎮,桃園市,100,臭氧八小時,普通,0.6,0.38,66,70,47,25,9,10.6,1.4,2.4,103,"2025-04-04 19:00",,0.3,21.5,47,0,121.203986,24.952786,20
觀音,桃園市,104,臭氧八小時,對敏感族群不健康,0.2,0.3,66,72,52,24,7,8.1,0.3,3,118,"2025-04-04 19:00",,0.2,22,51,1,121.08283092,25.03556747,19
大園,桃園市,101,臭氧八小時,對敏感族群不健康,1.6,0.29,71,71,53,21,9,9,0,5.7,119,"2025-04-04 19:00",,0.2,18,50,2,121.20251473,25.06100357,18
桃園,桃園市,104,臭氧八小時,對敏感族群不健康,1.5,0.38,71,72,49,20,9,10.1,0.6,2.5,66,"2025-04-04 19:00",,0.3,18.6,46,1,121.30500531,24.9947107,17
大同,臺北市,81,細懸浮微粒,普通,2.6,0.8,43,48,52,22,35,47.2,11.7,-,-,"2025-04-04 19:00",,0.6,23.3,53,2,121.51342074,25.06331455,16
松山,臺北市,104,臭氧八小時,對敏感族群不健康,1.3,0.27,71,72,46,24,9,10.1,0.2,2.4,17,"2025-04-04 19:00",,0.2,22.5,51,1,121.578611,25.05,15
古亭,臺北市,118,臭氧八小時,對敏感族群不健康,1.7,0.25,78,76,48,24,4,5.4,1.2,3.2,61,"2025-04-04 19:00",,0.2,21.8,52,1,121.529556,25.020608,14
萬華,臺北市,97,臭氧八小時,普通,1,0.34,68,69,47,24,13,14,0.5,2.4,84,"2025-04-04 19:00",,0.3,20.1,49,0,121.507972,25.046503,13
中山,臺北市,93,臭氧八小時,普通,1.1,0.4,61,68,53,23,21,23.2,1.5,2.4,63,"2025-04-04 19:00",,0.2,22,55,0,121.526528,25.062361,12
士林,臺北市,118,臭氧八小時,對敏感族群不健康,0.6,0.27,76,76,49,21,5,6,0.4,1.7,131,"2025-04-04 19:00",,0.2,18.6,48,0,121.51666356,25.10334003,11
淡水,新北市,108,臭氧八小時,對敏感族群不健康,1.2,0.25,75,73,48,23,2,2.9,0.1,4.2,140,"2025-04-04 19:00",,0.2,19.1,56,1,121.449239,25.1645,10
林口,新北市,112,臭氧八小時,對敏感族群不健康,0.7,0.29,75,74,51,20,6,7.6,0.6,3.7,88,"2025-04-04 19:00",,0.2,20,49,0,121.36548982,25.07798949,9
菜寮,新北市,112,臭氧八小時,對敏感族群不健康,1,0.35,73,74,51,20,9,10.3,1.2,3.3,94,"2025-04-04 19:00",,0.3,22.2,49,0,121.481028,25.06895,8
新莊,新北市,104,臭氧八小時,對敏感族群不健康,0.8,0.29,72,72,48,23,6,7,0.1,3.8,57,"2025-04-04 19:00",,0.2,20.2,50,0,121.4325,25.037972,7
板橋,新北市,108,臭氧八小時,對敏感族群不健康,0.7,0.37,73,73,53,22,10,10.9,0.4,1.5,76,"2025-04-04 19:00",,0.3,19.4,50,1,121.458667,25.012972,6
土城,新北市,112,臭氧八小時,對敏感族群不健康,0.8,0.31,75,74,50,19,6,6.6,0.3,1.7,147,"2025-04-04 19:00",,0.2,22.4,48,1,121.451861,24.982528,5
新店,新北市,122,臭氧八小時,對敏感族群不健康,0.6,0.27,78,77,46,21,4,4.7,0.4,3.3,158,"2025-04-04 19:00",,0.2,19.4,47,0,121.537778,24.977222,4
萬里,新北市,118,臭氧八小時,對敏感族群不健康,1.6,0.25,76,76,58,19,7,8.1,0.6,3.4,146,"2025-04-04 19:00",,0.2,19,54,2,121.689881,25.179667,3
汐止,新北市,112,臭氧八小時,對敏感族群不健康,0.7,0.23,78,74,50,18,5,5.4,0.3,1.5,13,"2025-04-04 19:00",,0.2,19.7,48,0,121.64081,25.06624,2
基隆,基隆市,126,臭氧八小時,對敏感族群不健康,1.9,0.26,79,78,42,18,6,6.8,0.5,1.5,84,"2025-04-04 19:00",,0.2,16.4,44,1,121.760056,25.129167,1
屏東(枋山),屏東縣,104,臭氧八小時,對敏感族群不健康,0.4,0.17,77,72,43,17,2,2.5,0,7.2,92,"2025-04-04 18:00",,0.1,12.5,45,0,120.651472,22.260899,313
臺南（南化）,臺南市,100,臭氧八小時,普通,0.5,0.22,72,70,49,21,3,3.5,0.3,4.6,2,"2025-04-04 18:00",,0.2,20.1,40,0,120.44583156,23.04562013,312
新北（樹林）,新北市,69,懸浮微粒,普通,0.3,0.33,41,41,52,22,10,11.9,1.6,0.1,180,"2025-04-04 18:00",,0.3,17.4,47,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,104,臭氧八小時,對敏感族群不健康,1.7,0.41,75,72,49,29,9,10.6,0.8,0.5,292,"2025-04-04 18:00",,0.4,29,49,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,58,細懸浮微粒,普通,1,0.22,58,57,33,16,4,5.6,0.9,1.4,92,"2025-04-04 18:00",,0.2,15.2,30,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,93,臭氧八小時,普通,1.2,0.21,69,68,59,18,3,4.1,0.1,1.8,346,"2025-04-04 18:00",,0.2,20.6,52,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,84,臭氧八小時,普通,1.7,0.22,61,65,59,17,3,5,1.2,1.6,288,"2025-04-04 18:00",,0.2,18.6,51,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,126,臭氧八小時,對敏感族群不健康,0.9,0.22,80,78,61,18,2,2.3,0,2.4,129,"2025-04-04 18:00",,0.2,17.2,58,0,121.82463916,24.85366672,201
員林,彰化縣,118,臭氧八小時,對敏感族群不健康,1.4,0.25,73,76,59,19,3,4.5,1.2,0.7,188,"2025-04-04 18:00",,0.3,29.4,57,1,120.5631893,23.9615945,139
大城,彰化縣,140,臭氧八小時,對敏感族群不健康,1.3,0.21,88,82,51,21,1,2,0,0.9,27,"2025-04-04 18:00",,0.2,27.3,52,1,120.26964167,23.85493056,85
富貴角,新北市,143,臭氧八小時,對敏感族群不健康,1,0.2,80,83,44,48,2,2.8,0,9.3,96,"2025-04-04 18:00",,0.2,27.6,45,0,121.53656894,25.29681695,84
麥寮,雲林縣,112,臭氧八小時,對敏感族群不健康,2,0.29,78,74,75,35,6,7.5,1.1,2.7,6,"2025-04-04 18:00",,0.2,26.2,57,1,120.251825,23.753506,83
關山,臺東縣,87,臭氧八小時,普通,0.6,0.19,73,66,43,18,3,4.1,0.5,2,179,"2025-04-04 18:00",,0.2,14.4,37,0,121.161933,23.045083,80
馬公,澎湖縣,118,臭氧八小時,對敏感族群不健康,1.3,0.25,79,76,53,22,3,3.6,0.3,2.3,5,"2025-04-04 18:00",,0.2,21.4,48,1,119.566158,23.569031,78
金門,金門縣,143,臭氧八小時,對敏感族群不健康,1.9,0.32,78,83,53,26,7,7.4,0.3,1.8,94,"2025-04-04 18:00",,0.3,31.7,61,2,118.312256,24.432133,77
馬祖,連江縣,118,臭氧八小時,對敏感族群不健康,1,0.22,75,76,49,22,5,6.2,0.4,3.2,338,"2025-04-04 18:00",,0.2,23.3,48,1,119.952724,26.153736,75
埔里,南投縣,104,細懸浮微粒,對敏感族群不健康,2,0.36,71,59,60,41,6,7.1,1,1.4,293,"2025-04-04 18:00",,0.3,31.9,53,1,120.967903,23.968842,72
復興,高雄市,84,臭氧八小時,普通,0.6,0.22,58,65,43,14,6,6.5,0.3,0.4,198,"2025-04-04 18:00",,0.2,19.5,46,1,120.312017,22.608711,71
永和,新北市,108,臭氧八小時,對敏感族群不健康,0.9,0.31,76,73,46,24,5,6.6,0.9,2.2,98,"2025-04-04 18:00",,0.2,21.9,48,0,121.516306,25.017,70
竹山,南投縣,112,臭氧八小時,對敏感族群不健康,2.2,0.21,65,74,52,19,4,5.3,0.9,1.8,315,"2025-04-04 18:00",,0.2,29.4,55,1,120.677306,23.756389,69
中壢,桃園市,78,細懸浮微粒,普通,0.9,0.99,41,49,53,28,35,47.6,12.1,0.9,285,"2025-04-04 18:00",,0.6,22.5,50,1,121.221667,24.953278,68
三重,新北市,80,細懸浮微粒,普通,0.8,0.7,46,49,54,21,34,51.2,16.8,-,-,"2025-04-04 18:00",,0.6,23.1,54,0,121.493806,25.072611,67
冬山,宜蘭縣,115,臭氧八小時,對敏感族群不健康,1.2,0.28,73,75,55,21,8,9.1,0.5,2.9,151,"2025-04-04 18:00",,0.2,18.3,52,0,121.792928,24.632203,66
宜蘭,宜蘭縣,129,臭氧八小時,對敏感族群不健康,1.2,0.28,77,79,50,22,5,5.7,0.7,2.7,137,"2025-04-04 18:00",,0.2,20,50,1,121.746394,24.747917,65
陽明,臺北市,108,臭氧八小時,對敏感族群不健康,1.9,0.24,73,73,37,19,2,2.5,0.3,2.8,180,"2025-04-04 18:00",,0.2,17.6,41,1,121.529583,25.182722,64
花蓮,花蓮縣,126,臭氧八小時,對敏感族群不健康,0.8,0.38,67,78,59,18,7,8.4,0.5,2,301,"2025-04-04 18:00",,0.2,14.3,51,0,121.599769,23.971306,63
臺東,臺東縣,112,臭氧八小時,對敏感族群不健康,0.8,0.29,71,74,49,13,6,7.1,0.8,1.2,306,"2025-04-04 18:00",,0.2,13.5,43,0,121.15045,22.755358,62
恆春,屏東縣,118,臭氧八小時,對敏感族群不健康,1.1,0.21,74,76,36,12,0,0.8,0.5,5.7,46,"2025-04-04 18:00",,0.2,12.5,36,1,120.788928,21.958069,61
潮州,屏東縣,84,懸浮微粒,普通,0.6,0.23,62,64,118,27,4,5,0.4,1.5,164,"2025-04-04 18:00",,0.3,20,61,1,120.561175,22.523108,60
屏東,屏東縣,112,臭氧八小時,對敏感族群不健康,0.8,0.3,59,74,46,15,8,8.7,0.3,1.9,266,"2025-04-04 18:00",,0.3,21.6,51,1,120.488033,22.673081,59
小港,高雄市,70,細懸浮微粒,普通,1.5,0.22,52,59,42,17,10,10.3,0.2,2.8,265,"2025-04-04 18:00",,0.2,19.6,41,2,120.337736,22.565833,58
前鎮,高雄市,80,臭氧八小時,普通,1.1,0.29,54,64,44,16,9,10.6,0.8,1.5,12,"2025-04-04 18:00",,0.2,19,50,2,120.30833356,22.6044507,57
前金,高雄市,93,臭氧八小時,普通,0.7,0.26,60,68,49,16,5,6.5,0.8,1.4,275,"2025-04-04 18:00",,0.2,18.7,50,1,120.28676111,22.63390278,56
左營,高雄市,104,臭氧八小時,對敏感族群不健康,0.7,0.22,62,72,43,11,5,6.4,0.7,2,278,"2025-04-04 18:00",,0.2,18.5,46,1,120.292917,22.674861,54
楠梓,高雄市,97,臭氧八小時,普通,0.9,0.24,66,69,48,16,5,6,0.6,1.2,285,"2025-04-04 18:00",,0.2,20.6,49,1,120.328289,22.733667,53
林園,高雄市,72,細懸浮微粒,普通,0.5,0.23,54,57,40,19,3,4.4,0.6,1.6,290,"2025-04-04 18:00",,0.2,20.2,47,1,120.41175,22.4795,52
大寮,高雄市,73,細懸浮微粒,普通,0.8,0.23,53,58,47,13,7,7.6,0.6,1,279,"2025-04-04 18:00",,0.3,20.7,51,2,120.425311,22.56413611,51
鳳山,高雄市,80,臭氧八小時,普通,1.4,0.49,53,64,45,21,10,11.2,0.6,1,296,"2025-04-04 18:00",,0.4,22.7,46,1,120.357422,22.628126,50
仁武,高雄市,112,臭氧八小時,對敏感族群不健康,0.2,0.24,66,74,43,12,5,6.3,0.6,2.1,293,"2025-04-04 18:00",,0.2,19.7,48,0,120.332631,22.689056,49
橋頭,高雄市,101,臭氧八小時,對敏感族群不健康,1.2,0.24,69,71,52,19,5,5.9,0.5,2.7,266,"2025-04-04 18:00",,0.2,22.9,49,1,120.305689,22.757506,48
美濃,高雄市,112,臭氧八小時,對敏感族群不健康,1.3,0.26,75,74,51,23,5,5.2,0.2,2.2,253,"2025-04-04 18:00",,0.3,22.4,46,1,120.530542,22.883583,47
臺南,臺南市,112,臭氧八小時,對敏感族群不健康,0.8,0.26,69,74,52,17,7,7.5,0.3,2.4,357,"2025-04-04 18:00",,0.2,19,52,1,120.21947897,22.98928311,46
安南,臺南市,115,臭氧八小時,對敏感族群不健康,0.2,0.24,71,75,58,21,2,3.6,0.8,2.4,318,"2025-04-04 18:00",,0.2,23.2,50,0,120.2175,23.048197,45
善化,臺南市,100,臭氧八小時,普通,1.3,0.2,68,70,51,21,5,6.2,0.6,2.2,330,"2025-04-04 18:00",,0.2,22.8,46,1,120.29740529,23.11337642,44
新營,臺南市,100,臭氧八小時,普通,0.7,0.24,67,70,53,20,4,5.1,0.7,1.6,11,"2025-04-04 18:00",,0.2,22.1,51,0,120.31725,23.305633,43
嘉義,嘉義市,93,臭氧八小時,普通,2.1,0.28,64,68,47,20,4,5.2,0.5,2.5,350,"2025-04-04 18:00",,0.2,21.3,47,1,120.44125148,23.46477865,42
臺西,雲林縣,115,臭氧八小時,對敏感族群不健康,2.2,0.24,73,75,59,22,6,6.3,0.3,1.9,14,"2025-04-04 18:00",,0.2,23.6,57,1,120.19933333,23.702175,41
朴子,嘉義縣,104,臭氧八小時,對敏感族群不健康,0.8,0.17,71,72,57,19,4,4.7,0.2,1.4,349,"2025-04-04 18:00",,0.1,21.7,51,0,120.2478,23.46538,40
新港,嘉義縣,100,臭氧八小時,普通,2.7,0.23,69,70,50,20,4,4.3,0,1.7,317,"2025-04-04 18:00",,0.2,23.2,51,2,120.345531,23.554839,39
崙背,雲林縣,112,臭氧八小時,對敏感族群不健康,1.3,0.24,76,74,62,29,3,4.3,0.6,0.9,339,"2025-04-04 18:00",,0.2,30.5,62,1,120.348742,23.757547,38
斗六,雲林縣,118,臭氧八小時,對敏感族群不健康,1.5,0.24,70,76,54,18,4,4,0,1.4,312,"2025-04-04 18:00",,0.2,27.1,53,1,120.544994,23.711853,37
南投,南投縣,108,臭氧八小時,對敏感族群不健康,5.4,0.24,62,73,49,19,4,4.3,0.1,1.5,230,"2025-04-04 18:00",,0.3,29.2,54,2,120.685306,23.913,36
二林,彰化縣,129,臭氧八小時,對敏感族群不健康,3,0.24,83,79,64,22,2,2.8,0,0.8,306,"2025-04-04 18:00",,0.2,31.5,67,3,120.409653,23.925175,35
線西,彰化縣,140,臭氧八小時,對敏感族群不健康,1.6,0.55,85,82,54,19,5,6.1,0.4,0.3,267,"2025-04-04 18:00",,0.4,24.7,52,2,120.469061,24.131672,34
彰化,彰化縣,104,臭氧八小時,對敏感族群不健康,2,0.25,69,72,54,17,5,6,0.9,0.5,238,"2025-04-04 18:00",,0.3,25.2,49,1,120.541519,24.066,33
西屯,臺中市,112,臭氧八小時,對敏感族群不健康,2.2,0.24,68,74,65,24,4,5.7,1,0.9,203,"2025-04-04 18:00",,0.3,28.8,60,2,120.616917,24.162197,32
忠明,臺中市,97,臭氧八小時,普通,2.2,0.28,58,69,67,22,4,5.6,1,1.2,187,"2025-04-04 18:00",,0.3,27.5,57,2,120.641092,24.151958,31
大里,臺中市,108,臭氧八小時,對敏感族群不健康,1.1,0.32,58,73,50,21,9,10,0.5,1.2,238,"2025-04-04 18:00",,0.3,29.7,55,1,120.67844444,24.09961111,30
沙鹿,臺中市,101,細懸浮微粒,對敏感族群不健康,3.5,0.4,70,70,56,23,14,15.1,0.7,0.8,190,"2025-04-04 18:00",,0.4,30.6,61,2,120.568794,24.225628,29
豐原,臺中市,146,臭氧八小時,對敏感族群不健康,3.4,0.36,66,84,54,30,7,8,0.2,1.3,164,"2025-04-04 18:00",,0.4,33.7,53,2,120.74252414,24.25699731,28
三義,苗栗縣,122,臭氧八小時,對敏感族群不健康,1.2,0.32,74,77,51,25,4,5.5,1.1,1,192,"2025-04-04 18:00",,0.3,26.6,50,1,120.75956754,24.38248443,27
苗栗,苗栗縣,108,臭氧八小時,對敏感族群不健康,2.1,0.35,74,73,50,25,6,7.7,1.5,0.6,287,"2025-04-04 18:00",,0.3,24.4,44,1,120.82011468,24.56499183,26
頭份,苗栗縣,129,臭氧八小時,對敏感族群不健康,1.6,0.3,81,79,48,22,4,5.5,1.1,0.9,344,"2025-04-04 18:00",,0.3,24.3,50,2,120.89869286,24.69690679,25
新竹,新竹市,129,臭氧八小時,對敏感族群不健康,1.6,0.36,74,79,52,22,9,10.6,0.9,1.5,302,"2025-04-04 18:00",,0.3,22.3,45,1,120.97236752,24.8056356,24
竹東,新竹縣,122,臭氧八小時,對敏感族群不健康,1.4,0.3,77,77,48,19,5,5.8,0.6,1.2,338,"2025-04-04 18:00",,0.3,22.8,49,1,121.08895493,24.74091408,23
湖口,新竹縣,140,臭氧八小時,對敏感族群不健康,1.9,0.31,82,82,67,32,4,4.7,0.5,1.2,229,"2025-04-04 18:00",,0.2,24.7,53,1,121.03886894,24.90009696,22
龍潭,桃園市,87,臭氧八小時,普通,1.3,0.35,64,66,51,25,9,9.8,0.4,1.4,44,"2025-04-04 18:00",,0.3,19.9,48,1,121.21645772,24.86400048,21
平鎮,桃園市,100,臭氧八小時,普通,0.5,0.37,67,70,51,25,8,10.1,1.5,2.1,109,"2025-04-04 18:00",,0.3,20.7,46,0,121.203986,24.952786,20
觀音,桃園市,104,臭氧八小時,對敏感族群不健康,0.4,0.27,69,72,55,26,6,6.7,0.6,2.6,114,"2025-04-04 18:00",,0.2,21.3,51,1,121.08283092,25.03556747,19
大園,桃園市,100,臭氧八小時,普通,1.3,0.29,70,70,51,19,8,9,0.1,5.1,120,"2025-04-04 18:00",,0.2,17.6,50,2,121.20251473,25.06100357,18
桃園,桃園市,101,臭氧八小時,對敏感族群不健康,1.3,0.34,72,71,49,19,7,8.1,0.5,2.6,72,"2025-04-04 18:00",,0.3,18.5,45,1,121.30500531,24.9947107,17
大同,臺北市,81,細懸浮微粒,普通,2.3,0.72,46,49,52,23,33,44.3,11.2,-,-,"2025-04-04 18:00",,0.5,23.5,53,2,121.51342074,25.06331455,16
松山,臺北市,104,臭氧八小時,對敏感族群不健康,1.1,0.28,72,72,53,21,8,8.4,0.2,2,19,"2025-04-04 18:00",,0.2,21.9,52,1,121.578611,25.05,15
古亭,臺北市,115,臭氧八小時,對敏感族群不健康,1.9,0.26,78,75,50,24,4,5.7,1.5,3.2,71,"2025-04-04 18:00",,0.2,21.5,52,1,121.529556,25.020608,14
萬華,臺北市,97,臭氧八小時,普通,1.1,0.33,70,69,52,18,12,13.1,0.4,2.8,87,"2025-04-04 18:00",,0.2,19.1,49,0,121.507972,25.046503,13
中山,臺北市,93,臭氧八小時,普通,1,0.36,65,68,47,21,18,20,1.5,2.8,61,"2025-04-04 18:00",,0.2,21.3,56,1,121.526528,25.062361,12
士林,臺北市,118,臭氧八小時,對敏感族群不健康,0.7,0.27,76,76,44,20,5,6,0.4,1.8,140,"2025-04-04 18:00",,0.2,18.2,48,0,121.51666356,25.10334003,11
淡水,新北市,104,臭氧八小時,對敏感族群不健康,1.1,0.25,76,72,62,18,2,2.9,0.4,6,150,"2025-04-04 18:00",,0.2,18.5,57,1,121.449239,25.1645,10
林口,新北市,108,臭氧八小時,對敏感族群不健康,0.6,0.29,75,73,54,21,6,7,0.6,3.6,93,"2025-04-04 18:00",,0.2,19.7,49,0,121.36548982,25.07798949,9
菜寮,新北市,112,臭氧八小時,對敏感族群不健康,1,0.33,75,74,49,25,7,8.3,1.3,3.4,92,"2025-04-04 18:00",,0.2,21.9,49,0,121.481028,25.06895,8
新莊,新北市,104,臭氧八小時,對敏感族群不健康,0.9,0.28,73,72,52,22,6,7,0.4,3.7,73,"2025-04-04 18:00",,0.2,19.4,51,0,121.4325,25.037972,7
板橋,新北市,108,臭氧八小時,對敏感族群不健康,0.9,0.36,75,73,51,19,9,9.7,0.3,1.8,82,"2025-04-04 18:00",,0.3,18.7,49,1,121.458667,25.012972,6
土城,新北市,108,臭氧八小時,對敏感族群不健康,0.9,0.31,77,73,50,26,5,6,0.2,2.3,117,"2025-04-04 18:00",,0.2,22.6,48,1,121.451861,24.982528,5
新店,新北市,115,臭氧八小時,對敏感族群不健康,0.6,0.27,79,75,45,23,4,4.4,0.2,4.8,149,"2025-04-04 18:00",,0.2,19,47,0,121.537778,24.977222,4
萬里,新北市,115,臭氧八小時,對敏感族群不健康,1.5,0.25,76,75,53,17,6,7.4,0.6,3.4,154,"2025-04-04 18:00",,0.2,19.4,53,2,121.689881,25.179667,3
汐止,新北市,108,臭氧八小時,對敏感族群不健康,0.6,0.25,76,73,48,21,5,5.8,0.4,1.6,99,"2025-04-04 18:00",,0.2,20.1,48,0,121.64081,25.06624,2
基隆,基隆市,122,臭氧八小時,對敏感族群不健康,1.9,0.26,77,77,45,14,5,5.9,0.6,2.3,85,"2025-04-04 18:00",,0.2,15.7,44,1,121.760056,25.129167,1
屏東(枋山),屏東縣,101,臭氧八小時,對敏感族群不健康,0.4,0.17,77,71,55,14,2,2.9,0.1,6.8,89,"2025-04-04 17:00",,0.1,11.6,44,0,120.651472,22.260899,313
臺南（南化）,臺南市,93,臭氧八小時,普通,0.6,0.23,75,68,47,21,3,4,0.4,2.1,355,"2025-04-04 17:00",,0.2,19.8,38,0,120.44583156,23.04562013,312
